醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,開賣,備註
5901092087,躍獅文昌藥局,臺北市大同區民生西路１０８號（實際營業：一層）,121.5197,25.0574,(02)25586189,0,無
5901092103,新聖安藥局,臺北市大同區昌吉街１３０號,121.5143,25.06584,(02)25977877,0,無
5901092112,酒泉春天藥局,臺北市大同區酒泉街９４號、９４號２樓,121.5146,25.07193,(02)25977932,0,無
5901092130,大同民生藥局,臺北市大同區民生西路１２８號１樓、２樓及１３０號１樓、２樓,121.5191,25.05734,(02)25558886,0,無
5901092149,123宅藥局,臺北市大同區鄭州路１２３號（１樓）,121.5109,25.05033,(02)25588699,0,【家用快篩實名制】週一至週五14:30 開始販售 ； 週六、週日10:30 開始販售。★前十分鐘開始發放號碼牌
5901092158,慶福藥局,臺北市大同區南京西路２３３巷２號（１樓）,121.5104,25.05397,(02)25503628,0,無
5901100057,百源堂大藥局,臺北市中山區長安東路２段４７－５號,121.5322,25.04857,(02)25364362,0,週休二日及例假日休營業日每日8點30分起至晚間七點清明休息
5901100066,名祥藥局,臺北市中山區龍江路１６６號,121.5403,25.05505,(02)25036265,0,無
5901100155,大信藥局,臺北市中山區林森北路１５９巷６號,121.5255,25.0517,(02)25719080,0,無
5901100333,明美藥局,臺北市中山區長春路６９號,121.5266,25.05502,(02)25365419,0,口罩周一至周五，16:30-18:30販售
5901100342,順泰藥局,臺北市中山區錦州街２６６號,121.5348,25.06025,(02)25038916,0,無
5901100422,滿順藥局,臺北市中山區伊通街５４號１樓,121.5347,25.05145,(02)25075283,0,無
5901100431,長生藥局,臺北市中山區松江路３６２巷５５號１樓,121.5313,25.06207,(02)25816210,0,無
5901100440,優豐藥局,臺北市中山區民生東路１段３２號,121.5242,25.05794,(02)25602565,0,下午3點現場作業不分發號碼牌
5901100628,貢玄藥局,臺北市中山區錦州街２０７號,121.532,25.06039,(02)25637847,0,中午12點30分開始發號碼牌.下午1點領快篩.
5901100664,阿里藥局,臺北市中山區錦州街２５１號,121.5342,25.06039,(02)25020638,0,早上9:15開始營業.
5901100771,良佑藥局,臺北市中山區撫順街６－２號１樓,121.5216,25.06367,(02)25916402,0,無
5901100959,武璋大藥局,臺北市中山區伊通街９７號之２,121.5349,25.05317,(02)25072026,0,快篩實名制販售時間：9:00AM  （六、日 無配發販售）
5901101072,長青藥局,臺北市中山區興安街５５號１樓,121.5419,25.05621,(02)25053160,0,無
5901101161,晏晟藥局,臺北市中山區林森北路６２５號,121.5259,25.06703,(02)25851445,0,無
5901101205,大直藥局,臺北市中山區北安路６１７號１樓,121.5488,25.08273,(02)25320522,0,無
5901101250,美日藥局,臺北市中山區天津街６６號１樓,121.5233,25.05136,(02)25631662,0,無
5901101321,文德藥局,臺北市中山區龍江路３５６巷１９號１樓,121.5401,25.06607,(02)25181178,0,無
5901101509,永直藥局,臺北市中山區北安路５９５巷２弄６號,121.5483,25.08192,(02)85098059,0,無
5901101536,展佑藥局,臺北市中山區長春路１４６－１號,121.5317,25.05473,(02)25232803,0,無
5901101607,蓁榛健康生活藥局,臺北市中山區合江街１００－２號１樓,121.5391,25.05845,(02)25099333,0,實名制快篩每日（周一至周日）早上11:00開始販售
5901101652,祥泰藥局,臺北市中山區林森北路１３６號,121.5251,25.05142,(02)25313097,0,無
5901101910,嘉恩藥局,臺北市中山區錦州街３２１號,121.5385,25.06033,(02)25181418,0,週一至週六下午一點販售快篩試劑
5901101929,樂活苑藥局,臺北市中山區北安路５４６號１樓,121.548,25.08014,(02)25323296,0,實名制快篩代售時間為18:00~19:00.現場排隊，不發號碼牌.自備500元.
5901101992,大愛藥師藥局,臺北市中山區吉林路２５５號１樓,121.5304,25.06165,(02)25424723,0,無
5901102015,久大藥局,臺北市中山區林森北路４８０號,121.5255,25.06127,(02)25111594,0,即日起周一至周六下午1:00-4:00發快篩。 周日公休
5901102060,專心藥局,臺北市中山區伊通街１１２－２號,121.5347,25.05426,(02)25155847,0,無
5901102408,康林藥局,臺北市中山區興安街１０５號,121.5438,25.05617,(02)25171867,0,快篩販售時間：星期一到六早上9點，星期日下午2點
5901102444,啟美藥師藥局,臺北市中山區錦州街２８２號,121.5352,25.06024,(02)25178032,0,無
5901102560,龍江藥局,臺北市中山區龍江路３５６巷１４號,121.5403,25.06591,(02)25023724,0,無
5901102579,躍獅晴光藥局,臺北市中山區農安街２３之２號,121.5245,25.06501,(02)25951393,0,實名制快篩販售時間17:00，售完會提前結束
5901102597,德惠藥局,臺北市中山區德惠街１２２號,121.53,25.06652,(02)25971131,0,無
5901102631,金生藥局,臺北市中山區長安東路２段１６７－１號,121.5407,25.04843,(02)87729808,0,營業時間為週一~週五 09:00~21:00     週六09:00~14:00
5901102677,興康源藥局,臺北市中山區中山北路１段１４０巷８號,121.5214,25.05143,(02)25311248,0,無
5901102686,富宥康藥局,臺北市中山區北安路６０８巷５弄２２號,121.5496,25.08263,(02)25325277,0,無
5901102837,正傑健保藥局,臺北市中山區長安東路２段１８１號,121.5426,25.04839,(02)27310181,0,下午四點開始販售
5901102855,錦西春天生活藥局,臺北市中山區錦西街１０號,121.5216,25.06024,(02)25312658,0,快篩14:40領號碼牌 15:00開始販售
5901102971,保德明水藥局,臺北市中山區北安路６０８巷４弄１號,121.5493,25.08191,(02)85097769,0,僅除夕營業到下午五點，其他都正常營業9:00-22:30，全年無休，可領／買快篩
5901103110,大直健康藥局,臺北市中山區北安路５９１號,121.5486,25.08194,(02)25323310,0,販售時間:W1-W7:09:00-21:00
5901103147,娸淇藥局,臺北市中山區伊通街９５號,121.5349,25.05305,(02)25082762,0,口罩販售時間2:30PM（六日無發口罩）4／2-4／5 清明休息
5901103183,OK藥師藥局,臺北市中山區興安街９５號,121.5435,25.05615,(02)25170068,0,全年無休
5901103192,昶青林森藥局,臺北市中山區林森北路１１９巷５２號,121.5269,25.05018,(02)25639939,0,實名制快篩每日14:00開始販售，20:00結束或售完為止，週日人力不足不發售
5901103209,麗恩藥局,臺北市中山區林森北路５７５之５號,121.5258,25.0653,(02)25981982,0,無
5901103227,建誠中西藥局,臺北市中山區龍江路３８５之１號,121.541,25.06511,(02)25158608,0,實名制快篩發放時間 週一至週五10:00-20:00 週六 10:00-14:00
5901103236,誠意中西藥局,臺北市中山區林森北路６１３號,121.5258,25.06647,(02)25950951,0,依情況調整
5901103272,長安藥局,臺北市中山區長安東路２段１７１－３號,121.5418,25.0484,(02)27772740,0,無
5901103325,仁一藥局,臺北市中山區林森北路５２０號,121.5255,25.06232,(02)25711742,0,無
5901103334,大直小太陽藥局,臺北市中山區北安路６０７之１號,121.5488,25.08241,(02)85093208,0,無
5901103352,美康正康藥局,臺北市中山區北安路６１６之１號、６１８號２樓之１,121.549,25.08243,(02)25323077,0,無
5901103405,大直永安藥局,臺北市中山區北安路５６７之２號,121.5482,25.08073,(02)25332125,0,春節休22 23 24 休假
5901103414,元宏藥局,臺北市中山區北安路４５８巷４１弄４９號,121.5465,25.0794,(02)25339728,0,快篩試劑於營業時間08:00-12:00，14:30-21:30皆販售。
5901103423,農安藥局,臺北市中山區農安街１８之１號,121.5248,25.06483,(02)25959293,0,無
5901103487,錦州春天生活藥局,臺北市中山區錦州街２１３號、２１３號２樓,121.5321,25.06039,(02)25213586,0,快篩15:00販賣
5901103530,農安盛康藥局,臺北市中山區農安街２６７號,121.5358,25.06477,(02)25038205,0,無
5901103558,佳頤中西藥局,臺北市中山區長春路１４７之１號,121.5323,25.05495,(02)25641479,0,平日09:00-22:00，例假日11:00-20:00
5901103576,康銓藥局,臺北市中山區農安街１７４號,121.5346,25.06457,(02)25039393,0,早上9點販售。
5901103585,禾全藥局,臺北市中山區龍江路３３２號,121.5409,25.06532,(02)25165721,0,實名制快篩發放時間：1400、19:00  ；現場排隊
5901103629,十二願藥局,臺北市中山區林森北路３０９號,121.5256,25.05588,(02)25311223,0,營業時間上午9點至凌晨5點
5901103647,禾康藥局,臺北市中山區植福路２９６號（實際營業地址：１層）,121.5612,25.08125,(02)26562156,0,國定假日不執行調劑業務
5901103656,大樹龍江藥局,臺北市中山區龍江路２４２號,121.5406,25.05889,(02)25035666,0,快篩實名制，每天16:00開始販售，售完為止。
5901103665,安悅藥局,臺北市中山區吉林路１８９號,121.5304,25.0597,(02)25419879,0,實名制快篩販售時間:早上11點~售完為止，不發號碼牌僅現場排隊（每周日不販售）
5901103674,康廷藥局,臺北市中山區北安路６１１號（實際營業地址：１層）,121.5488,25.08253,(02)25335890,0,無
5901103683,東東藥局,臺北市中山區長春路２５７之２號１樓,121.5408,25.05477,(02)25031730,0,快篩發放時間:星期一至六 .全時段皆可領取
5901103692,誠果中西藥局,臺北市中山區吉林路１０１號１樓,121.5303,25.05619,(02)25238563,0,因為當日才收到快篩 本周發送時間不確定 麻煩現場來加line群組關注會提前告知
5901103727,盛康藥局,臺北市中山區吉林路３９９號１樓,121.5305,25.06587,(02)25969580,0,國定假日仍執行調劑業務
5901103736,杏一龍錦藥局,臺北市中山區龍江路２７９號１樓,121.5408,25.05973,(02)25174618,0,快篩提供時段週一到週六 9:00-21:00 週日不提供發放!!! 不發號碼牌 售完為止＞＜
5901103745,吉林藥局,臺北市中山區吉林路３７１號（１樓）,121.5305,25.06511,(02)25865990,0,快篩實名制，每天16:00開始販售，售完為止。
5901103754,永育康暉藥局,臺北市中山區樂群二路２１０之２號１樓,121.5593,25.07952,(02)85012227,0,4／1、4／5只有上午看診，4／2診所休診，4／3全天皆有看診，4／4只有上午、晚上看診
5901103772,興耀生活藥局,臺北市中山區林森北路４０５號（１樓）,121.5257,25.05943,(02)25818210,0,國定假日仍執行調劑業務
5901103781,龍江台安藥局,臺北市中山區龍江路２４７號（１樓）,121.5408,25.05862,(02)25091007,0,實名制快篩9:30開始可領取
5901103790,可康藥局,臺北市中山區林森北路３７３號（１樓）,121.5257,25.05826,(02)25361078,0,快篩實名制晚上7點開始發放
5901103807,專品龍江藥局,臺北市中山區龍江路３１１號１樓,121.5409,25.06127,(02)25178870,0,全時段可領取實名制快篩
5901110133,泰成藥局,臺北市內湖區內湖路３段１３５號１樓,121.5899,25.08685,(02)27921231,0,口罩販售:上午9:00開始發號碼牌，9點同步販售.
5901110268,赫得藥局,臺北市內湖區康樂街７２巷１７弄４號１Ｆ,121.6178,25.06976,(02)26328642,0,每周日公休
5901110311,永安藥局,臺北市內湖區文德路２１０巷３０弄４８號,121.5852,25.07723,(02)26586658,0,無
5901110339,富山藥局,臺北市內湖區麗山街３６４巷２號１樓,121.5728,25.08168,(02)27996446,0,周日公休，政府供貨不穩定，請搜尋facebook「富山生活藥妝」查看每日公告
5901110393,明湖藥局,臺北市內湖區東湖路７巷２７號１Ｆ,121.6125,25.0697,(02)26313515,0,快篩實名制，早上九點半販售。
5901110446,清白藥局,臺北市內湖區東湖路１０８號,121.6157,25.06828,(02)26305743,0,無
5901110624,宏光藥局,臺北市內湖區成功路２段２２１號１樓,121.5909,25.06738,(02)27919068,0,快篩實名制  0-6和65歲以上免費快篩（隨到隨領）
5901111890,安康藥局,臺北市內湖區安康路４８２號,121.6158,25.06785,(02)26327675,0,無
5901111934,至康藥局,臺北市內湖區內湖路１段７３７巷１９弄１號,121.5785,25.07925,(02)26580022,0,無
5901112011,文新藥局,臺北市內湖區文湖街７－５號１樓,121.5599,25.08544,(02)87978865,0,無
5901112100,盧狄聯合藥局,臺北市內湖區康寧路３段１８９巷５７號,121.6129,25.07133,(02)26308897,0,營業時間09:00~22:00 週六上半天 **快篩實名制販售依門口及藥師fb公告**
5901112351,康信藥局,臺北市內湖區民權東路６段２９６巷２９號,121.6062,25.07203,(02)26342088,0,無
5901112593,康健藥局,臺北市內湖區康樂街８０號,121.6189,25.07015,(02)26305825,0,4／1、4／3、4／4全天皆有看診，4／2、4／5只有上午看診
5901112600,匯安藥局,臺北市內湖區內湖路１段７０３之１號,121.5774,25.07964,(02)26579255,0,星期一到六上午9:00販售快篩
5901112682,富康東湖藥局,臺北市內湖區東湖路１１９巷４９弄１６號,121.617,25.06988,(02)26323222,0,視快篩實際到貨時間販售；LINE社群搜尋「富康藥局東湖店」會有第一線消息
5901112726,高昱藥局,臺北市內湖區陽光街３２１巷２６號２樓之１５,121.5786,25.07236,(02)87519962,0,週六日預約
5901112762,樂活藥師藥局,臺北市內湖區內湖路２段３６８號,121.591,25.0823,(02)27968052,0,無
5901112780,樂康藥妝藥局,臺北市內湖區文德路１１７號,121.5841,25.0787,(02)26562110,0,無
5901112824,思恩藥局,臺北市內湖區成功路４段６１巷２６號,121.5932,25.08121,(02)27965808,0,快篩販售時間:禮拜一~五 14:00~17:00
5901112860,展恩藥局,臺北市內湖區民權東路６段１３６巷４號,121.5877,25.06866,(02)27953041,0,快篩試劑販售時間:每周一至周六早上9:00開始販售，現場排隊，售完為止.
5901112879,壹零捌藥局,臺北市內湖區成功路４段３４４號,121.5996,25.08488,(02)27910061,0,W1~W5:9-22  W6:930-19
5901112977,瑞光藥局,臺北市內湖區瑞光路２１２號,121.5763,25.07525,(02)87513365,0,實名制快篩：平日14:00~20:00；例假日14:00~17:00
5901112995,昇龍藥局,臺北市內湖區東湖路１５１號,121.6174,25.0681,(02)26316783,0,無
5901113018,桔子藥局,臺北市內湖區內湖路２段３３３號,121.5917,25.08319,(02)27930052,0,無
5901113027,晟安藥局,臺北市內湖區金龍路１３５號,121.5902,25.08593,(02)87919320,0,快篩一~六下午14:00開始販售
5901113081,宜昇優良藥局,臺北市內湖區康寧路３段１６５巷１０號,121.6118,25.07081,(02)26327817,0,快篩代售時間:星期1-5，早上9:00；星期6.日.例假日，早上10:00
5901113143,躍獅寶湖藥局,臺北市內湖區民權東路６段１２３巷２８號,121.5928,25.0701,(02)87928335,0,無
5901113198,傑昇藥局,臺北市內湖區內湖路２段２２７號,121.589,25.0818,(02)27925957,0,無
5901113205,新安健保藥局,臺北市內湖區新明路４０２號,121.5797,25.05466,(02)27932289,0,無
5901113250,大內湖藥局,臺北市內湖區成功路３段１６４號１樓,121.5903,25.08035,(02)27956286,0,無
5901113269,樂齡藥師藥局,臺北市內湖區內湖路３段１０３號,121.5909,25.08641,(02)27919707,0,上午9:00至下午9:00，假日機動
5901113296,喜越藥局,臺北市內湖區內湖路１段２８５巷５９弄７號,121.5673,25.08377,(02)26271955,0,無
